total_timestamp;timestamp;buyer;seller;symbol;currency;price;quantity;day
57700;57700;;;AMETHYSTS;SEASHELLS;10002.0;2;-2
57700;57700;;;STARFRUIT;SEASHELLS;4985.0;2;-2
57800;57800;;;STARFRUIT;SEASHELLS;4984.0;1;-2
58300;58300;;;STARFRUIT;SEASHELLS;4988.0;1;-2
58400;58400;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
58600;58600;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
58800;58800;;;STARFRUIT;SEASHELLS;4982.0;5;-2
58800;58800;;;STARFRUIT;SEASHELLS;4983.0;1;-2
59000;59000;;;STARFRUIT;SEASHELLS;4991.0;10;-2
59500;59500;;;AMETHYSTS;SEASHELLS;10005.0;4;-2
59700;59700;;;AMETHYSTS;SEASHELLS;10002.0;6;-2
59800;59800;;;STARFRUIT;SEASHELLS;4985.0;5;-2
59900;59900;;;STARFRUIT;SEASHELLS;4983.0;1;-2
60000;60000;;;STARFRUIT;SEASHELLS;4987.0;1;-2
60200;60200;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
60200;60200;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
60200;60200;;;STARFRUIT;SEASHELLS;4983.0;1;-2
60200;60200;;;STARFRUIT;SEASHELLS;4983.0;1;-2
60300;60300;;;AMETHYSTS;SEASHELLS;9996.0;6;-2
60300;60300;;;AMETHYSTS;SEASHELLS;9996.0;2;-2
60400;60400;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
60500;60500;;;STARFRUIT;SEASHELLS;4985.0;3;-2
60500;60500;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
60600;60600;;;STARFRUIT;SEASHELLS;4984.0;1;-2
61100;61100;;;STARFRUIT;SEASHELLS;4990.0;2;-2
61100;61100;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
61100;61100;;;STARFRUIT;SEASHELLS;4987.0;5;-2
61100;61100;;;AMETHYSTS;SEASHELLS;10005.0;2;-2
61300;61300;;;STARFRUIT;SEASHELLS;4987.0;1;-2
62300;62300;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
62300;62300;;;STARFRUIT;SEASHELLS;4987.0;1;-2
62600;62600;;;STARFRUIT;SEASHELLS;4984.0;1;-2
62900;62900;;;STARFRUIT;SEASHELLS;4989.0;6;-2
62900;62900;;;STARFRUIT;SEASHELLS;4989.0;1;-2
63000;63000;;;STARFRUIT;SEASHELLS;4986.0;6;-2
63000;63000;;;STARFRUIT;SEASHELLS;4984.0;1;-2
63000;63000;;;STARFRUIT;SEASHELLS;4984.0;9;-2
63200;63200;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
63200;63200;;;STARFRUIT;SEASHELLS;4984.0;1;-2
63300;63300;;;STARFRUIT;SEASHELLS;4991.0;2;-2
63300;63300;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
63500;63500;;;AMETHYSTS;SEASHELLS;9998.0;6;-2
63700;63700;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
63800;63800;;;STARFRUIT;SEASHELLS;4983.0;1;-2
64200;64200;;;AMETHYSTS;SEASHELLS;9995.0;2;-2
64200;64200;;;STARFRUIT;SEASHELLS;4982.0;2;-2
64500;64500;;;STARFRUIT;SEASHELLS;4989.0;2;-2
64500;64500;;;AMETHYSTS;SEASHELLS;10005.0;2;-2
64500;64500;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
64600;64600;;;STARFRUIT;SEASHELLS;4988.0;1;-2
64900;64900;;;AMETHYSTS;SEASHELLS;10005.0;2;-2
65300;65300;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
65300;65300;;;AMETHYSTS;SEASHELLS;10000.0;2;-2
65400;65400;;;STARFRUIT;SEASHELLS;4983.0;1;-2
65500;65500;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
65600;65600;;;AMETHYSTS;SEASHELLS;9995.0;1;-2
65600;65600;;;STARFRUIT;SEASHELLS;4983.0;1;-2
65800;65800;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
65800;65800;;;STARFRUIT;SEASHELLS;4983.0;1;-2
65900;65900;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
66000;66000;;;AMETHYSTS;SEASHELLS;9998.0;1;-2
66200;66200;;;STARFRUIT;SEASHELLS;4983.0;8;-2
66700;66700;;;AMETHYSTS;SEASHELLS;9998.0;2;-2
67000;67000;;;STARFRUIT;SEASHELLS;4984.0;1;-2
67200;67200;;;STARFRUIT;SEASHELLS;4989.0;1;-2
67400;67400;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
67400;67400;;;STARFRUIT;SEASHELLS;4983.0;2;-2
67700;67700;;;STARFRUIT;SEASHELLS;4988.0;4;-2
67900;67900;;;STARFRUIT;SEASHELLS;4984.0;2;-2
67900;67900;;;AMETHYSTS;SEASHELLS;9998.0;2;-2
68000;68000;;;STARFRUIT;SEASHELLS;4984.0;1;-2
68000;68000;;;AMETHYSTS;SEASHELLS;10002.0;5;-2
68000;68000;;;AMETHYSTS;SEASHELLS;10005.0;3;-2
68100;68100;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
68200;68200;;;STARFRUIT;SEASHELLS;4989.0;1;-2
68500;68500;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
68600;68600;;;STARFRUIT;SEASHELLS;4985.0;1;-2
68900;68900;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
68900;68900;;;STARFRUIT;SEASHELLS;4990.0;1;-2
69000;69000;;;STARFRUIT;SEASHELLS;4984.0;9;-2
69300;69300;;;STARFRUIT;SEASHELLS;4992.0;2;-2
69300;69300;;;AMETHYSTS;SEASHELLS;10005.0;2;-2
69400;69400;;;STARFRUIT;SEASHELLS;4991.0;1;-2
69600;69600;;;STARFRUIT;SEASHELLS;4986.0;1;-2
69600;69600;;;STARFRUIT;SEASHELLS;4986.0;8;-2
70400;70400;;;STARFRUIT;SEASHELLS;4985.0;0;-2
70400;70400;;;STARFRUIT;SEASHELLS;4985.0;1;-2
70400;70400;;;STARFRUIT;SEASHELLS;4985.0;7;-2
70400;70400;;;STARFRUIT;SEASHELLS;4985.0;1;-2
71400;71400;;;STARFRUIT;SEASHELLS;4984.0;1;-2
71600;71600;;;AMETHYSTS;SEASHELLS;9995.0;10;-2
72100;72100;;;STARFRUIT;SEASHELLS;4988.0;9;-2
72600;72600;;;STARFRUIT;SEASHELLS;4990.0;1;-2
73900;73900;;;STARFRUIT;SEASHELLS;4982.0;1;-2
74100;74100;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
74400;74400;;;STARFRUIT;SEASHELLS;4987.0;1;-2
74400;74400;;;AMETHYSTS;SEASHELLS;10004.0;1;-2
74900;74900;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
75000;75000;;;STARFRUIT;SEASHELLS;4981.0;9;-2
75000;75000;;;STARFRUIT;SEASHELLS;4981.0;10;-2
75200;75200;;;AMETHYSTS;SEASHELLS;9996.0;1;-2
75200;75200;;;STARFRUIT;SEASHELLS;4982.0;1;-2
75500;75500;;;STARFRUIT;SEASHELLS;4983.0;1;-2
76400;76400;;;AMETHYSTS;SEASHELLS;10002.0;1;-2
76400;76400;;;STARFRUIT;SEASHELLS;4984.0;1;-2
